"","year","minwage","new pay gap","new disp inc gap ft","new disp inc gap","new abs poverty rate","relative poverty line","new relative poverty rate","new in-work poverty rate","new social tax","social tax change","new income tax","income tax change","total tax change","new subsistence benefits","subsistence benefit change","new all benefits","total benefits change","other benefits change"
"34",2019,574,21.7070407672202,10.3121260717076,15.0802178619581,0.48,570.14,17.14,6.78,344089654.7717,0.166438709128371,144241580.8101,0.202458160895731,0.177075314330864,3357202.7149,-0.279636356021484,253108106.3298,-0.00371948577989656,-1.54193628532084e-07
"35",2019,575,21.7060077688645,10.3108724738324,15.0799835792024,0.48,570.221538461538,17.18,6.78,344108948.5805,0.172055245661298,144251547.0168,0.209381534892813,0.183077762183586,3356925.3553,-0.287874881520537,253107828.9702,-0.00382906318048981,-1.54193642742939e-07
"36",2019,576,21.7096653808278,10.3095780792854,15.0797266115086,0.48,570.364,17.19,6.79,344128422.1779,0.177724119669463,144261554.9167,0.216333872529276,0.18912564517818,3356647.9957,-0.296113407019575,253107551.6106,-0.00393864058111149,-1.54193642742939e-07
"37",2019,577,21.7073543834959,10.3082622011265,15.0794659487498,0.48,570.63,17.19,6.79,344148556.0576,0.183585205578268,144271794.021,0.223446824387295,0.19535640922517,3356370.6361,-0.304351932518628,253107274.251,-0.00404821798171895,-1.54193642742939e-07
"38",2019,578,21.7048607231181,10.3069032313659,15.07917729919,0.48,570.74,17.19,6.79,344167987.8647,0.189241914194469,144282102.7178,0.230608121109029,0.201457425260998,3356093.2765,-0.312590458017638,253106996.8914,-0.00415779538232641,-1.54193628532084e-07
"39",2019,579,21.6967660717322,10.3055144222399,15.0788699348879,0.48,571.040769230769,17.22,6.82,344187952.5308,0.195053741070183,144292558.3715,0.23787150658039,0.207697899852107,3355803.6778,-0.321192526503594,253106707.2927,-0.00427220812579776,-1.54193642742939e-07
"40",2019,580,21.6795679331076,10.3041268442559,15.0785621349304,0.48,571.167272727273,17.22,6.82,344207854.7629,0.200847393056421,144302870.477,0.245035171274793,0.213896118914846,3355479.7222,-0.330815112024908,253106382.8076,-0.00440040355800875,-3.66204886859123e-07
"41",2019,581,21.6488318280668,10.3027288830438,15.078254913689,0.48,571.167272727273,17.22,6.82,344228036.0995,0.206722293936409,144313331.9823,0.252302621764699,0.22018224205668,3355155.2371,-0.340453425501039,253106058.3225,-0.00452859899019131,-3.66204886859123e-07
"42",2019,582,21.6488318280668,10.3013463576514,15.0779595293305,0.48,571.167272727273,17.22,6.82,344248257.2866,0.212608795521646,144323813.9129,0.259584261403518,0.226480730275554,3354830.752,-0.350091738977142,253105734.3669,-0.00465658523101808,-1.54193642742939e-07
"43",2019,583,21.6467149230255,10.2999851381123,15.0776818310131,0.48,571.167272727273,17.19,6.78,344268893.475,0.218616106325385,144334406.222,0.266942579327221,0.232886995773356,3354506.2669,-0.359730052453244,253105409.8818,-0.00478478066320065,-1.54193642742939e-07
"44",2019,584,21.6448290078123,10.2986162423544,15.0774008445489,0.48,571.167272727273,17.19,6.78,344289250.3037,0.224542093945203,144344983.9772,0.274290786875355,0.239232967350361,3354181.7818,-0.369368365929361,253105085.3967,-0.00491297609541164,-1.54193642742939e-07
"45",2019,585,21.6446934520918,10.2972485263599,15.0771207459322,0.48,571.167272727273,17.19,6.78,344309630.0351,0.230474748670147,144355541.8094,0.281625154214836,0.245579550187955,3353857.2967,-0.379006679405478,253104760.9116,-0.0050411715275942,-1.54193642742939e-07
"46",2019,586,21.6425538557493,10.2958605203027,15.0768295572461,0.48,571.167272727273,17.19,6.78,344329986.8905,0.236400744062522,144366096.5892,0.288957401097932,0.251920814030768,3353532.8116,-0.388644992881567,253104436.4265,-0.00516936695979098,-1.54193642742939e-07
"47",2019,587,21.6397381865698,10.2945058164154,15.0765682061729,0.48,571.167272727273,17.19,6.78,344350627.0321,0.242409205665055,144376795.8174,0.296389994113383,0.258349824055131,3353211.9724,-0.398175010700655,253104115.0578,-0.0052963311852352,-3.66204886859123e-07
"48",2019,588,21.6409767315527,10.2930368375322,15.0762325604505,0.48,571.167272727273,17.19,6.78,344371506.1463,0.248487233538938,144387731.9546,0.303987164250245,0.264876457216019,3352887.4873,-0.407813324176757,253103790.5727,-0.00542452661741777,-3.66204886859123e-07
"49",2019,589,21.6131642621528,10.2915685740049,15.0759009121449,0.48,571.3032,17.18,6.74,344392483.5039,0.254593860620503,144398621.1147,0.31155170010183,0.271413607230258,3352563.0022,-0.41745163765286,253103466.0876,-0.00555272204961454,-3.66204886859123e-07
"50",2019,590,21.6108104398421,10.290092531869,15.0755800125155,0.48,571.3032,17.18,6.74,344414313.7831,0.260948777989171,144409918.3374,0.319399710908243,0.278209437623644,3352238.5171,-0.427089951128991,253103142.132,-0.00568070829044132,-1.54193642742939e-07
"51",2019,591,21.616924480554,10.2886329671472,15.0752883949716,0.48,571.3032,17.16,6.73,344436300.4072,0.267349208239807,144421504.668,0.327448560627346,0.285096648939344,3351914.032,-0.436728264605094,253102817.6469,-0.00580890372263809,-1.54193642742939e-07
"52",2019,592,21.5854948326352,10.2871624398173,15.0749987911803,0.48,571.3032,17.16,6.73,344458471.2734,0.273803272404663,144433200.0132,0.335573141150505,0.292044019418285,3351589.5469,-0.446366578081197,253102493.1618,-0.00593709915482066,-1.54193642742939e-07
"53",2019,593,21.5820177990591,10.2857780666767,15.074778481131,0.48,571.335,17.16,6.73,344481018.5171,0.280366902181996,144445199.9499,0.343909316810539,0.299131085001363,3351265.0618,-0.456004891557313,253102168.6767,-0.00606529458701743,-1.54193642742939e-07
"54",2019,594,21.5730355326376,10.2844020723908,15.0745685677936,0.48,571.608,17.16,6.73,344503681.0727,0.286964099903628,144457140.2568,0.352204068544793,0.306229573302289,3350943.6931,-0.465550637331177,253101847.308,-0.00619225881246166,-1.54193642742939e-07
"55",2019,595,21.5559352660461,10.283015629865,15.0743544133615,0.48,571.881,17.16,6.73,344526497.1144,0.293605978294423,144469123.1162,0.360528380861211,0.313368277285036,3350619.7375,-0.47517322285249,253101522.8229,-0.00632045424464422,-3.66204886859123e-07
"56",2019,596,21.3783638568355,10.2817057683459,15.0742105896263,0.48,572.154,17.19,6.74,344549782.9079,0.300384604083007,144481402.748,0.369058856503244,0.320664227306793,3350295.2524,-0.484811536328607,253101198.3378,-0.006448649676841,-3.66204886859123e-07
"57",2019,597,21.3964851685396,10.2803147612948,15.0740166970356,0.48,572.424,17.2,6.75,344573074.1511,0.30716481630995,144493914.3987,0.377750512187745,0.328008892028919,3349970.7673,-0.49444984980471,253100873.8527,-0.00657684510903778,-3.66204886859123e-07
"58",2019,598,21.3940072899869,10.2788865272617,15.0738004641422,0.48,572.64,17.33,6.81,344596683.0635,0.314037503832239,144506336.3554,0.386379858798605,0.335400323959675,3349646.2822,-0.504088163280841,253100549.8971,-0.00670483134986455,-1.54193642742939e-07
"59",2019,599,21.3916507344527,10.2774584082616,15.0735857077279,0.48,572.692173913044,17.34,6.81,344620223.6858,0.320890311721399,144518855.1924,0.39507650669772,0.342797620931279,3349321.7971,-0.513726476756929,253100225.412,-0.00683302678204711,-1.54193642742939e-07
"60",2019,600,21.3809361328989,10.2760116454409,15.0733603372453,0.48,572.692173913044,17.34,6.81,344643967.182,0.32780217734674,144531393.8765,0.403786942078881,0.350240607256211,3348997.312,-0.523364790233046,253099900.9269,-0.0069612222142581,-1.54193642742939e-07
"61",2019,601,21.3852927648174,10.2745373760651,15.0731203247825,0.48,572.692173913044,17.34,6.81,344667836.6088,0.334750702079845,144543950.8049,0.41251005150103,0.357713169857988,3348672.8269,-0.533003103709149,253099576.4418,-0.00708941764644067,-1.54193642742939e-07
"62",2019,602,21.3607203552296,10.2730151162434,15.0728555130796,0.48,572.692173913044,17.34,6.81,344691993.7581,0.341782984455079,144556859.9362,0.421477830984003,0.365317007812124,3348351.9877,-0.542533121528237,253099255.0731,-0.00721638187187068,-3.66204872648268e-07
"63",2019,603,21.3554741019946,10.2713454263104,15.0725040311185,0.48,572.692173913044,17.34,6.81,344716732.4342,0.348984552560793,144569943.3537,0.43056668447052,0.373075894491947,3348027.5026,-0.55217143500434,253098930.588,-0.00734457730408167,-3.66204886859123e-07
"64",2019,604,21.3586991977656,10.2696190672412,15.0721226885337,0.48,572.692173913044,17.34,6.81,344742117.6254,0.356374324857597,144583090.0032,0.439699464277012,0.380980379862834,3347703.0175,-0.561809748480442,253098606.1029,-0.00747277273626423,-3.66204886859123e-07
"65",2019,605,21.3669523118682,10.2678291892637,15.0717076384915,0.48,572.692173913044,17.34,6.81,344767298.707,0.363704679698955,144596492.2746,0.449009820775302,0.388895432551934,3347378.5324,-0.571448061956559,253098282.1473,-0.007600758977091,-1.54193642742939e-07
"66",2019,606,21.3501001011849,10.2659579824538,15.0712322238626,0.48,572.692173913044,17.34,6.81,344792849.6169,0.371142693643776,144610159.4453,0.45850419883574,0.396940694308057,3346441.4158,-0.599283619134582,253097345.0307,-0.00797098881984937,-1.54193642742939e-07
"67",2019,607,21.3498674699295,10.2642443065962,15.0708819442642,0.48,572.692173913044,17.32,6.79,344818488.5383,0.378606328232507,144623744.6065,0.467941606129159,0.404987187324366,3346164.0562,-0.60752214463362,253097067.6711,-0.00808056622045683,-1.54193642742939e-07
"68",2019,608,21.3291016300513,10.2625439973117,15.0705449445586,0.48,572.78,17.35,6.79,344844242.6653,0.386103499821033,144637356.1894,0.477397368180419,0.413062733998657,3345886.6966,-0.615760670132673,253096790.3115,-0.00819014362106429,-1.54193628532084e-07
"69",2019,609,21.3260313137647,10.2608065266429,15.0701836867097,0.48,572.78,17.35,6.79,344870105.9727,0.393632454439597,144651076.4154,0.486928602960319,0.421182965345096,3345612.4534,-0.623906627929472,253096516.0683,-0.00829848981493342,-1.54193628532084e-07
"70",2019,610,21.3227421442361,10.259037938187,15.0698031498688,0.48,572.78,17.35,6.79,344896502.3234,0.401316580968455,144664869.4119,0.496510390312778,0.429427474333934,3345335.0938,-0.632145153428496,253096238.7087,-0.00840806721555509,-1.54193642742939e-07
"71",2019,611,21.3198598723765,10.2572717032781,15.0694320592225,0.48,572.9565,17.36,6.79,344922691.2361,0.408940321125826,144678925.6044,0.506275015970459,0.437683421610913,3345057.7342,-0.640383678927549,253095961.3491,-0.00851764461614835,-1.54193642742939e-07
"72",2019,612,21.3433300061821,10.2554713213245,15.0690412042314,0.48,572.9565,17.36,6.79,344948869.9466,0.416561091365281,144692984.5667,0.516041565766585,0.445937844193054,3344780.3746,-0.648622204426587,253095683.9895,-0.00862722201677002,-1.54193642742939e-07
"73",2019,613,21.3465462054627,10.2536019090212,15.0686057240584,0.48,572.9565,17.36,6.79,344975386.1675,0.424280112785254,144707207.4162,0.525921965537208,0.454295124306086,3344503.015,-0.656860729925626,253095406.6299,-0.00873679941736327,-1.54193628532084e-07
"74",2019,614,21.3435327054367,10.2517219557909,15.0681685797505,0.48,572.9565,17.36,6.79,345002052.4445,0.432042816382065,144721481.6002,0.535838026613419,0.46269371801904,3344225.6554,-0.66509925542465,253095129.2703,-0.00884637681798495,-1.54193642742939e-07
"75",2019,615,21.3402710332038,10.2498219333108,15.0677219013211,0.48,572.9565,17.36,6.79,345028860.6113,0.439846824899703,144735922.0378,0.545869581566649,0.471155524777458,3343948.2958,-0.673337780923703,253094851.9107,-0.00895595421859241,-1.54193642742939e-07
"76",2019,616,21.3314458154106,10.2478879781688,15.0672532427121,0.48,572.9565,17.36,6.79,345055794.0876,0.447687311719434,144750588.4183,0.556058095656482,0.479689388032725,3343670.9362,-0.681576306422741,253094574.5511,-0.00906553161921408,-1.54193642742939e-07
"77",2019,617,21.331214623879,10.2458779074743,15.0667369448672,0.48,572.9565,17.36,6.79,345082727.7709,0.455527858797964,144765189.8132,0.566201465226754,0.48820996249907,3343267.033,-0.693573608165124,253094170.6479,-0.00922510303031743,-1.54193642742939e-07
"78",2019,618,21.3267312710466,10.2438180777052,15.066188224552,0.48,572.9565,17.36,6.79,345109877.7345,0.463431366291374,144779931.0937,0.576442011220792,0.496803601425782,3342832.3526,-0.706485097651438,253093735.9675,-0.0093968336944954,-1.54193642742939e-07
"79",2019,619,21.313849088807,10.241756347818,15.065645255467,0.48,572.9565,17.36,6.79,345137355.6069,0.471430329885436,144794753.2495,0.58673874007016,0.505481098997151,3342397.6722,-0.71939658713778,253093301.2871,-0.00956856435868758,-1.54193642742939e-07
"80",2019,620,21.2909218372749,10.2396912616636,15.065100844445,0.48,572.9565,17.36,6.79,345164872.8767,0.479440762284796,144809713.6872,0.597131531277,0.514195045993276,3341962.9918,-0.732308076624093,253092866.6067,-0.00974029502286555,-1.54193642742939e-07
"81",2019,621,21.28716330029,10.2376204012176,15.0645565999426,0.48,572.9565,17.36,6.79,345192491.6385,0.48748073957762,144824644.0189,0.607503408298143,0.522923637231202,3341530.0402,-0.745168214857813,253092433.6551,-0.00991134268417682,-1.54193642742939e-07
"82",2019,622,21.3065443185073,10.2355334840281,15.0640035180128,0.48,573.147,17.34,6.75,345220224.8797,0.495554042469294,144839622.8084,0.617908948224581,0.53168565367514,3341095.3598,-0.758079704344169,253091998.9747,-0.010083073348369,-1.54193642742939e-07
"83",2019,623,21.2933054599492,10.2325917120059,15.0627989801808,0.48,573.148,17.34,6.75,345248217.3507,0.503702808617476,144854691.1535,0.628376701080285,0.540519220531479,3336939.6978,-0.881517030300756,253087843.3127,-0.0117248648701747,-1.54193642742939e-07
"84",2019,624,21.2893421412044,10.2304349350565,15.0622185232856,0.48,573.148,17.34,6.75,345276752.0548,0.512009421878517,144869974.7287,0.638993971051448,0.549508174638319,3336784.1058,-0.886138643035437,253087687.7207,-0.0117863351308642,-1.54193642742939e-07
"85",2019,625,21.2852271378807,10.2282576216515,15.0616243253202,0.48,573.262857142857,17.34,6.75,345305027.2706,0.520240496632269,144885432.415,0.649732193386797,0.558479614325478,3336626.785,-0.890811607022712,253087530.3999,-0.0118484883944632,-1.54193642742939e-07
"86",2019,626,21.2833139447385,10.2260099696419,15.0609825439939,0.48,573.52,17.34,6.74,345333439.2946,0.528511397024431,144900753.6824,0.660375647562731,0.5674511338743,3336469.4642,-0.895484571010016,253087373.0791,-0.0119106416580337,-1.54193628532084e-07
"87",2019,627,21.2794167901251,10.2236820747333,15.060290635232,0.48,573.774285714286,17.34,6.74,345362009.2478,0.536828271497271,144916236.2194,0.671131133305849,0.576488134391582,3336312.1434,-0.900157534997305,253087215.7583,-0.0119727949216042,-1.54193642742939e-07
"88",2019,628,21.2733320578002,10.2213263970251,15.059583501708,0.48,574.025714285714,17.31,6.72,345390679.408,0.545174316792838,144931757.1412,0.681913284392593,0.585553565859342,3336156.5514,-0.904779147731986,253087060.1663,-0.0120342651822938,-1.54193642742939e-07
"89",2019,629,21.2622783811145,10.2189388479276,15.0588585971146,0.48,574.043333333333,17.3,6.71,345419532.1854,0.553573522984991,144947315.2019,0.692721235314934,0.594664078456006,3335999.2306,-0.909452111719276,253086902.8455,-0.0120964184458785,-1.54193642742939e-07
"90",2019,630,21.2593042670114,10.2165628572085,15.058148979137,0.48,574.043333333333,17.3,6.71,345448603.9166,0.562036467862967,144963250.4284,0.703791197649537,0.603896880010907,3335841.9098,-0.914125075706551,253086745.5247,-0.0121585717094774,-1.54193642742939e-07
"91",2019,631,21.2739937949854,10.2141375267908,15.0574087020584,0.48,574.096,17.3,6.71,345478097.0495,0.570622085151953,144979076.513,0.714785340746673,0.613193739056328,3335686.3178,-0.91874668844126,253086589.9327,-0.0122200419701528,-1.54193628532084e-07
"92",2019,632,21.2916519052632,10.2116280643576,15.0566160076974,0.48,574.192,17.3,6.71,345507537.6231,0.57919240213235,144994997.5836,0.725845469190304,0.622499301584995,3335528.997,-0.923419652428535,253086432.6119,-0.0122821952337375,-1.54193642742939e-07
"93",2019,633,21.2920719784073,10.209099292124,15.0558147022258,0.48,574.192,17.3,6.71,345537172.652,0.587819326147056,145011119.6361,0.737045216738991,0.631885984753254,3335371.6762,-0.928092616415825,253086275.2911,-0.012344348497308,-1.54193642742939e-07
"94",2019,634,21.2873982153864,10.2065292950477,15.0549895100897,0.48,574.2336,17.3,6.71,345566942.0111,0.596485354440389,145027509.2475,0.748430833433986,0.641355112114525,3335214.3554,-0.932765580403128,253086117.9703,-0.012406501760907,-1.54193642742939e-07
"95",2019,635,21.2804805621506,10.2038932059535,15.0541219516312,0.48,574.348571428571,17.32,6.73,345596834.7748,0.60518730650864,145043759.5566,0.759719678914934,0.650820978195412,3335058.7634,-0.937387193137795,253085962.3783,-0.0124679720215681,-1.54193628532084e-07
"96",2019,636,21.2906416635284,10.2011768709149,15.0532034934291,0.48,574.578,17.37,6.77,345626198.0865,0.613735132114257,145060184.3772,0.771129754911954,0.660214031196503,3334901.4426,-0.942060157125098,253085805.0575,-0.0125301252851671,-1.54193642742939e-07
"97",2019,637,21.287691843161,10.1984739819426,15.052296635828,0.48,574.842,17.37,6.77,345656690.4293,0.62261162503934,145076686.7154,0.782593681220547,0.669854597588483,3334744.1218,-0.946733121112374,253085647.7367,-0.0125922785487518,-1.54193642742939e-07
"98",2019,638,21.2969280079259,10.1958122000931,15.0514229083099,0.48,575.088,17.36,6.76,345686972.2492,0.631426833561179,145093242.7702,0.794094923643769,0.679462996477412,3334588.5298,-0.951354733847054,253085492.1447,-0.0126537488094414,-1.54193642742939e-07
"99",2019,639,21.156141673788,10.1931617689064,15.0505623070879,0.48,575.2992,17.36,6.76,345717427.7746,0.640292608733517,145109982.5989,0.805723831033106,0.689144729280201,3334431.209,-0.956027697834358,253085334.8239,-0.0127159020729977,-1.54193628532084e-07
