,household,scenario,absolute poverty,relative poverty,year,minwage
74,üksik naine,Ennustatud 2019,1.32,21.29,2019,546
75,üksikvanem,Tegelik 2019,0,30.12,2019,546
76,üksikvanem,Ennustatud 2019,0,29.04,2019,546
77,Lasteta paar,Tegelik 2019,0.26,9.19,2019,546
78,Lasteta paar,Ennustatud 2019,0.26,9.19,2019,546
79,ühe lapsega paar,Tegelik 2019,0,7.34,2019,546
80,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,546
81,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,546
82,Kahe lapsega paar,Ennustatud 2019,0,9.52,2019,546
83,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,546
84,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,546
85,üksik mees,Tegelik 2019,6.03,32.75,2019,547
86,üksik mees,Ennustatud 2019,6.03,32.75,2019,547
87,üksik naine,Tegelik 2019,1.32,21.29,2019,547
88,üksik naine,Ennustatud 2019,1.32,21.29,2019,547
89,üksikvanem,Tegelik 2019,0,30.12,2019,547
90,üksikvanem,Ennustatud 2019,0,28.84,2019,547
91,Lasteta paar,Tegelik 2019,0.26,9.19,2019,547
92,Lasteta paar,Ennustatud 2019,0.26,9.19,2019,547
93,ühe lapsega paar,Tegelik 2019,0,7.34,2019,547
94,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,547
95,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,547
96,Kahe lapsega paar,Ennustatud 2019,0,9.52,2019,547
97,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,547
98,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,547
99,üksik mees,Tegelik 2019,6.03,32.75,2019,548
100,üksik mees,Ennustatud 2019,6.03,32.75,2019,548
101,üksik naine,Tegelik 2019,1.32,21.29,2019,548
102,üksik naine,Ennustatud 2019,1.32,21.29,2019,548
103,üksikvanem,Tegelik 2019,0,30.12,2019,548
104,üksikvanem,Ennustatud 2019,0,28.84,2019,548
105,Lasteta paar,Tegelik 2019,0.26,9.19,2019,548
106,Lasteta paar,Ennustatud 2019,0.26,9.19,2019,548
107,ühe lapsega paar,Tegelik 2019,0,7.34,2019,548
108,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,548
109,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,548
110,Kahe lapsega paar,Ennustatud 2019,0,9.52,2019,548
111,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,548
112,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,548
113,üksik mees,Tegelik 2019,6.03,32.75,2019,549
114,üksik mees,Ennustatud 2019,6.03,32.75,2019,549
115,üksik naine,Tegelik 2019,1.32,21.29,2019,549
116,üksik naine,Ennustatud 2019,1.32,21.29,2019,549
117,üksikvanem,Tegelik 2019,0,30.12,2019,549
118,üksikvanem,Ennustatud 2019,0,28.84,2019,549
119,Lasteta paar,Tegelik 2019,0.26,9.19,2019,549
120,Lasteta paar,Ennustatud 2019,0.26,9.19,2019,549
121,ühe lapsega paar,Tegelik 2019,0,7.34,2019,549
122,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,549
123,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,549
124,Kahe lapsega paar,Ennustatud 2019,0,9.52,2019,549
125,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,549
126,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,549
127,üksik mees,Tegelik 2019,6.03,32.75,2019,550
128,üksik mees,Ennustatud 2019,6.03,32.75,2019,550
129,üksik naine,Tegelik 2019,1.32,21.29,2019,550
130,üksik naine,Ennustatud 2019,1.32,21.29,2019,550
131,üksikvanem,Tegelik 2019,0,30.12,2019,550
132,üksikvanem,Ennustatud 2019,0,28.84,2019,550
133,Lasteta paar,Tegelik 2019,0.26,9.19,2019,550
134,Lasteta paar,Ennustatud 2019,0.26,9.19,2019,550
135,ühe lapsega paar,Tegelik 2019,0,7.34,2019,550
136,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,550
137,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,550
138,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,550
139,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,550
140,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,550
141,üksik mees,Tegelik 2019,6.03,32.75,2019,551
142,üksik mees,Ennustatud 2019,6.03,32.75,2019,551
143,üksik naine,Tegelik 2019,1.32,21.29,2019,551
144,üksik naine,Ennustatud 2019,1.32,21.29,2019,551
145,üksikvanem,Tegelik 2019,0,30.12,2019,551
146,üksikvanem,Ennustatud 2019,0,28.84,2019,551
147,Lasteta paar,Tegelik 2019,0.26,9.19,2019,551
148,Lasteta paar,Ennustatud 2019,0.26,9.19,2019,551
149,ühe lapsega paar,Tegelik 2019,0,7.34,2019,551
150,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,551
151,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,551
152,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,551
153,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,551
154,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,551
155,üksik mees,Tegelik 2019,6.03,32.75,2019,552
156,üksik mees,Ennustatud 2019,6.03,32.75,2019,552
157,üksik naine,Tegelik 2019,1.32,21.29,2019,552
158,üksik naine,Ennustatud 2019,1.32,21.29,2019,552
159,üksikvanem,Tegelik 2019,0,30.12,2019,552
160,üksikvanem,Ennustatud 2019,0,28.84,2019,552
161,Lasteta paar,Tegelik 2019,0.26,9.19,2019,552
162,Lasteta paar,Ennustatud 2019,0.26,9.19,2019,552
163,ühe lapsega paar,Tegelik 2019,0,7.34,2019,552
164,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,552
165,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,552
166,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,552
167,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,552
168,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,552
169,üksik mees,Tegelik 2019,6.03,32.75,2019,553
170,üksik mees,Ennustatud 2019,6.03,32.75,2019,553
171,üksik naine,Tegelik 2019,1.32,21.29,2019,553
172,üksik naine,Ennustatud 2019,1.32,21.29,2019,553
173,üksikvanem,Tegelik 2019,0,30.12,2019,553
174,üksikvanem,Ennustatud 2019,0,28.84,2019,553
175,Lasteta paar,Tegelik 2019,0.26,9.19,2019,553
176,Lasteta paar,Ennustatud 2019,0.26,9.19,2019,553
177,ühe lapsega paar,Tegelik 2019,0,7.34,2019,553
178,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,553
179,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,553
180,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,553
181,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,553
182,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,553
183,üksik mees,Tegelik 2019,6.03,32.75,2019,554
184,üksik mees,Ennustatud 2019,6.03,32.75,2019,554
185,üksik naine,Tegelik 2019,1.32,21.29,2019,554
186,üksik naine,Ennustatud 2019,1.32,21.29,2019,554
187,üksikvanem,Tegelik 2019,0,30.12,2019,554
188,üksikvanem,Ennustatud 2019,0,28.84,2019,554
189,Lasteta paar,Tegelik 2019,0.26,9.19,2019,554
190,Lasteta paar,Ennustatud 2019,0.26,9.08,2019,554
191,ühe lapsega paar,Tegelik 2019,0,7.34,2019,554
192,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,554
193,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,554
194,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,554
195,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,554
196,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,554
197,üksik mees,Tegelik 2019,6.03,32.75,2019,555
198,üksik mees,Ennustatud 2019,6.03,32.75,2019,555
199,üksik naine,Tegelik 2019,1.32,21.29,2019,555
200,üksik naine,Ennustatud 2019,1.32,21.29,2019,555
201,üksikvanem,Tegelik 2019,0,30.12,2019,555
202,üksikvanem,Ennustatud 2019,0,28.84,2019,555
203,Lasteta paar,Tegelik 2019,0.26,9.19,2019,555
204,Lasteta paar,Ennustatud 2019,0.26,9.08,2019,555
205,ühe lapsega paar,Tegelik 2019,0,7.34,2019,555
206,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,555
207,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,555
208,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,555
209,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,555
210,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,555
211,üksik mees,Tegelik 2019,6.03,32.75,2019,556
212,üksik mees,Ennustatud 2019,6.03,32.75,2019,556
213,üksik naine,Tegelik 2019,1.32,21.29,2019,556
214,üksik naine,Ennustatud 2019,1.32,21.29,2019,556
215,üksikvanem,Tegelik 2019,0,30.12,2019,556
216,üksikvanem,Ennustatud 2019,0,28.84,2019,556
217,Lasteta paar,Tegelik 2019,0.26,9.19,2019,556
218,Lasteta paar,Ennustatud 2019,0.26,9.08,2019,556
219,ühe lapsega paar,Tegelik 2019,0,7.34,2019,556
220,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,556
221,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,556
222,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,556
223,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,556
224,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,556
225,üksik mees,Tegelik 2019,6.03,32.75,2019,557
226,üksik mees,Ennustatud 2019,6.03,32.75,2019,557
227,üksik naine,Tegelik 2019,1.32,21.29,2019,557
228,üksik naine,Ennustatud 2019,1.32,21.29,2019,557
229,üksikvanem,Tegelik 2019,0,30.12,2019,557
230,üksikvanem,Ennustatud 2019,0,28.68,2019,557
231,Lasteta paar,Tegelik 2019,0.26,9.19,2019,557
232,Lasteta paar,Ennustatud 2019,0.26,9.08,2019,557
233,ühe lapsega paar,Tegelik 2019,0,7.34,2019,557
234,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,557
235,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,557
236,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,557
237,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,557
238,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,557
239,üksik mees,Tegelik 2019,6.03,32.75,2019,558
240,üksik mees,Ennustatud 2019,6.03,32.75,2019,558
241,üksik naine,Tegelik 2019,1.32,21.29,2019,558
242,üksik naine,Ennustatud 2019,1.32,21.29,2019,558
243,üksikvanem,Tegelik 2019,0,30.12,2019,558
244,üksikvanem,Ennustatud 2019,0,28.68,2019,558
245,Lasteta paar,Tegelik 2019,0.26,9.19,2019,558
246,Lasteta paar,Ennustatud 2019,0.26,9.08,2019,558
247,ühe lapsega paar,Tegelik 2019,0,7.34,2019,558
248,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,558
249,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,558
250,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,558
251,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,558
252,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,558
253,üksik mees,Tegelik 2019,6.03,32.75,2019,559
254,üksik mees,Ennustatud 2019,6.03,32.75,2019,559
255,üksik naine,Tegelik 2019,1.32,21.29,2019,559
256,üksik naine,Ennustatud 2019,1.32,21.29,2019,559
257,üksikvanem,Tegelik 2019,0,30.12,2019,559
258,üksikvanem,Ennustatud 2019,0,28.68,2019,559
259,Lasteta paar,Tegelik 2019,0.26,9.19,2019,559
260,Lasteta paar,Ennustatud 2019,0.26,9.08,2019,559
261,ühe lapsega paar,Tegelik 2019,0,7.34,2019,559
262,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,559
263,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,559
264,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,559
265,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,559
266,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,559
267,üksik mees,Tegelik 2019,6.03,32.75,2019,560
268,üksik mees,Ennustatud 2019,6.03,32.75,2019,560
269,üksik naine,Tegelik 2019,1.32,21.29,2019,560
270,üksik naine,Ennustatud 2019,1.32,21.29,2019,560
271,üksikvanem,Tegelik 2019,0,30.12,2019,560
272,üksikvanem,Ennustatud 2019,0,28.68,2019,560
273,Lasteta paar,Tegelik 2019,0.26,9.19,2019,560
274,Lasteta paar,Ennustatud 2019,0.26,9.08,2019,560
275,ühe lapsega paar,Tegelik 2019,0,7.34,2019,560
276,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,560
277,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,560
278,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,560
279,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,560
280,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,560
281,üksik mees,Tegelik 2019,6.03,32.75,2019,561
282,üksik mees,Ennustatud 2019,6.03,32.75,2019,561
283,üksik naine,Tegelik 2019,1.32,21.29,2019,561
284,üksik naine,Ennustatud 2019,1.32,21.29,2019,561
285,üksikvanem,Tegelik 2019,0,30.12,2019,561
286,üksikvanem,Ennustatud 2019,0,28.68,2019,561
287,Lasteta paar,Tegelik 2019,0.26,9.19,2019,561
288,Lasteta paar,Ennustatud 2019,0.26,9.08,2019,561
289,ühe lapsega paar,Tegelik 2019,0,7.34,2019,561
290,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,561
291,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,561
292,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,561
293,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,561
294,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,561
295,üksik mees,Tegelik 2019,6.03,32.75,2019,562
296,üksik mees,Ennustatud 2019,6.03,32.75,2019,562
297,üksik naine,Tegelik 2019,1.32,21.29,2019,562
298,üksik naine,Ennustatud 2019,1.32,21.29,2019,562
299,üksikvanem,Tegelik 2019,0,30.12,2019,562
300,üksikvanem,Ennustatud 2019,0,28.68,2019,562
301,Lasteta paar,Tegelik 2019,0.26,9.19,2019,562
302,Lasteta paar,Ennustatud 2019,0.26,9.08,2019,562
303,ühe lapsega paar,Tegelik 2019,0,7.34,2019,562
304,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,562
305,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,562
306,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,562
307,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,562
308,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,562
309,üksik mees,Tegelik 2019,6.03,32.75,2019,563
310,üksik mees,Ennustatud 2019,6.03,32.75,2019,563
311,üksik naine,Tegelik 2019,1.32,21.29,2019,563
312,üksik naine,Ennustatud 2019,1.32,21.29,2019,563
313,üksikvanem,Tegelik 2019,0,30.12,2019,563
314,üksikvanem,Ennustatud 2019,0,28.68,2019,563
315,Lasteta paar,Tegelik 2019,0.26,9.19,2019,563
316,Lasteta paar,Ennustatud 2019,0.26,9.08,2019,563
317,ühe lapsega paar,Tegelik 2019,0,7.34,2019,563
318,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,563
319,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,563
320,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,563
321,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,563
322,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,563
323,üksik mees,Tegelik 2019,6.03,32.75,2019,564
324,üksik mees,Ennustatud 2019,6.03,32.75,2019,564
325,üksik naine,Tegelik 2019,1.32,21.29,2019,564
326,üksik naine,Ennustatud 2019,1.32,21.29,2019,564
327,üksikvanem,Tegelik 2019,0,30.12,2019,564
328,üksikvanem,Ennustatud 2019,0,28.68,2019,564
329,Lasteta paar,Tegelik 2019,0.26,9.19,2019,564
330,Lasteta paar,Ennustatud 2019,0.26,9.08,2019,564
331,ühe lapsega paar,Tegelik 2019,0,7.34,2019,564
332,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,564
333,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,564
334,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,564
335,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,564
336,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,564
337,üksik mees,Tegelik 2019,6.03,32.75,2019,565
338,üksik mees,Ennustatud 2019,6.03,32.75,2019,565
339,üksik naine,Tegelik 2019,1.32,21.29,2019,565
340,üksik naine,Ennustatud 2019,1.32,21.29,2019,565
341,üksikvanem,Tegelik 2019,0,30.12,2019,565
342,üksikvanem,Ennustatud 2019,0,28.68,2019,565
343,Lasteta paar,Tegelik 2019,0.26,9.19,2019,565
344,Lasteta paar,Ennustatud 2019,0.26,9.08,2019,565
345,ühe lapsega paar,Tegelik 2019,0,7.34,2019,565
346,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,565
347,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,565
348,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,565
349,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,565
350,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,565
351,üksik mees,Tegelik 2019,6.03,32.75,2019,566
352,üksik mees,Ennustatud 2019,6.03,32.75,2019,566
353,üksik naine,Tegelik 2019,1.32,21.29,2019,566
354,üksik naine,Ennustatud 2019,1.32,21.29,2019,566
355,üksikvanem,Tegelik 2019,0,30.12,2019,566
356,üksikvanem,Ennustatud 2019,0,28.68,2019,566
357,Lasteta paar,Tegelik 2019,0.26,9.19,2019,566
358,Lasteta paar,Ennustatud 2019,0.26,9.08,2019,566
359,ühe lapsega paar,Tegelik 2019,0,7.34,2019,566
360,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,566
361,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,566
362,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,566
363,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,566
364,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,566
365,üksik mees,Tegelik 2019,6.03,32.75,2019,567
366,üksik mees,Ennustatud 2019,6.03,32.75,2019,567
367,üksik naine,Tegelik 2019,1.32,21.29,2019,567
368,üksik naine,Ennustatud 2019,1.32,21.29,2019,567
369,üksikvanem,Tegelik 2019,0,30.12,2019,567
370,üksikvanem,Ennustatud 2019,0,28.68,2019,567
371,Lasteta paar,Tegelik 2019,0.26,9.19,2019,567
372,Lasteta paar,Ennustatud 2019,0.26,9.08,2019,567
373,ühe lapsega paar,Tegelik 2019,0,7.34,2019,567
374,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,567
375,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,567
376,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,567
377,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,567
378,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,567
379,üksik mees,Tegelik 2019,6.03,32.75,2019,568
380,üksik mees,Ennustatud 2019,6.03,32.75,2019,568
381,üksik naine,Tegelik 2019,1.32,21.29,2019,568
382,üksik naine,Ennustatud 2019,1.32,21.29,2019,568
383,üksikvanem,Tegelik 2019,0,30.12,2019,568
384,üksikvanem,Ennustatud 2019,0,28.68,2019,568
385,Lasteta paar,Tegelik 2019,0.26,9.19,2019,568
386,Lasteta paar,Ennustatud 2019,0.26,9.08,2019,568
387,ühe lapsega paar,Tegelik 2019,0,7.34,2019,568
388,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,568
389,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,568
390,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,568
391,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,568
392,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,568
393,üksik mees,Tegelik 2019,6.03,32.75,2019,569
394,üksik mees,Ennustatud 2019,6.03,32.75,2019,569
395,üksik naine,Tegelik 2019,1.32,21.29,2019,569
396,üksik naine,Ennustatud 2019,1.32,21.29,2019,569
397,üksikvanem,Tegelik 2019,0,30.12,2019,569
398,üksikvanem,Ennustatud 2019,0,28.68,2019,569
399,Lasteta paar,Tegelik 2019,0.26,9.19,2019,569
400,Lasteta paar,Ennustatud 2019,0.26,9.08,2019,569
401,ühe lapsega paar,Tegelik 2019,0,7.34,2019,569
402,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,569
403,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,569
404,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,569
405,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,569
406,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,569
407,üksik mees,Tegelik 2019,6.03,32.75,2019,570
408,üksik mees,Ennustatud 2019,6.03,32.75,2019,570
409,üksik naine,Tegelik 2019,1.32,21.29,2019,570
410,üksik naine,Ennustatud 2019,1.32,21.29,2019,570
411,üksikvanem,Tegelik 2019,0,30.12,2019,570
412,üksikvanem,Ennustatud 2019,0,27.2,2019,570
413,Lasteta paar,Tegelik 2019,0.26,9.19,2019,570
414,Lasteta paar,Ennustatud 2019,0.26,9.08,2019,570
415,ühe lapsega paar,Tegelik 2019,0,7.34,2019,570
416,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,570
417,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,570
418,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,570
419,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,570
420,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,570
421,üksik mees,Tegelik 2019,6.03,32.75,2019,571
422,üksik mees,Ennustatud 2019,6.03,32.75,2019,571
423,üksik naine,Tegelik 2019,1.32,21.29,2019,571
424,üksik naine,Ennustatud 2019,1.32,21.29,2019,571
425,üksikvanem,Tegelik 2019,0,30.12,2019,571
426,üksikvanem,Ennustatud 2019,0,27.2,2019,571
427,Lasteta paar,Tegelik 2019,0.26,9.19,2019,571
428,Lasteta paar,Ennustatud 2019,0.26,9.08,2019,571
429,ühe lapsega paar,Tegelik 2019,0,7.34,2019,571
430,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,571
431,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,571
