,household,scenario,absolute poverty,relative poverty,year,minwage
432,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,571
433,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,571
434,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,571
435,üksik mees,Tegelik 2019,6.03,32.75,2019,572
436,üksik mees,Ennustatud 2019,6.03,32.75,2019,572
437,üksik naine,Tegelik 2019,1.32,21.29,2019,572
438,üksik naine,Ennustatud 2019,1.32,21.29,2019,572
439,üksikvanem,Tegelik 2019,0,30.12,2019,572
440,üksikvanem,Ennustatud 2019,0,27.2,2019,572
441,Lasteta paar,Tegelik 2019,0.26,9.19,2019,572
442,Lasteta paar,Ennustatud 2019,0.26,9.08,2019,572
443,ühe lapsega paar,Tegelik 2019,0,7.34,2019,572
444,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,572
445,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,572
446,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,572
447,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,572
448,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,572
449,üksik mees,Tegelik 2019,6.03,32.75,2019,573
450,üksik mees,Ennustatud 2019,6.03,32.75,2019,573
451,üksik naine,Tegelik 2019,1.32,21.29,2019,573
452,üksik naine,Ennustatud 2019,1.32,21.29,2019,573
453,üksikvanem,Tegelik 2019,0,30.12,2019,573
454,üksikvanem,Ennustatud 2019,0,27.2,2019,573
455,Lasteta paar,Tegelik 2019,0.26,9.19,2019,573
456,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,573
457,ühe lapsega paar,Tegelik 2019,0,7.34,2019,573
458,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,573
459,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,573
460,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,573
461,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,573
462,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,573
463,üksik mees,Tegelik 2019,6.03,32.75,2019,574
464,üksik mees,Ennustatud 2019,6.03,32.75,2019,574
465,üksik naine,Tegelik 2019,1.32,21.29,2019,574
466,üksik naine,Ennustatud 2019,1.32,21.29,2019,574
467,üksikvanem,Tegelik 2019,0,30.12,2019,574
468,üksikvanem,Ennustatud 2019,0,27.2,2019,574
469,Lasteta paar,Tegelik 2019,0.26,9.19,2019,574
470,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,574
471,ühe lapsega paar,Tegelik 2019,0,7.34,2019,574
472,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,574
473,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,574
474,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,574
475,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,574
476,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,574
477,üksik mees,Tegelik 2019,6.03,32.75,2019,575
478,üksik mees,Ennustatud 2019,6.03,32.75,2019,575
479,üksik naine,Tegelik 2019,1.32,21.29,2019,575
480,üksik naine,Ennustatud 2019,1.32,21.29,2019,575
481,üksikvanem,Tegelik 2019,0,30.12,2019,575
482,üksikvanem,Ennustatud 2019,0,27.97,2019,575
483,Lasteta paar,Tegelik 2019,0.26,9.19,2019,575
484,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,575
485,ühe lapsega paar,Tegelik 2019,0,7.34,2019,575
486,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,575
487,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,575
488,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,575
489,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,575
490,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,575
491,üksik mees,Tegelik 2019,6.03,32.75,2019,576
492,üksik mees,Ennustatud 2019,6.03,32.75,2019,576
493,üksik naine,Tegelik 2019,1.32,21.29,2019,576
494,üksik naine,Ennustatud 2019,1.32,21.29,2019,576
495,üksikvanem,Tegelik 2019,0,30.12,2019,576
496,üksikvanem,Ennustatud 2019,0,27.97,2019,576
497,Lasteta paar,Tegelik 2019,0.26,9.19,2019,576
498,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,576
499,ühe lapsega paar,Tegelik 2019,0,7.34,2019,576
500,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,576
501,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,576
502,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,576
503,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,576
504,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,576
505,üksik mees,Tegelik 2019,6.03,32.75,2019,577
506,üksik mees,Ennustatud 2019,6.03,32.75,2019,577
507,üksik naine,Tegelik 2019,1.32,21.29,2019,577
508,üksik naine,Ennustatud 2019,1.32,21.29,2019,577
509,üksikvanem,Tegelik 2019,0,30.12,2019,577
510,üksikvanem,Ennustatud 2019,0,27.97,2019,577
511,Lasteta paar,Tegelik 2019,0.26,9.19,2019,577
512,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,577
513,ühe lapsega paar,Tegelik 2019,0,7.34,2019,577
514,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,577
515,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,577
516,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,577
517,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,577
518,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,577
519,üksik mees,Tegelik 2019,6.03,32.75,2019,578
520,üksik mees,Ennustatud 2019,6.03,32.75,2019,578
521,üksik naine,Tegelik 2019,1.32,21.29,2019,578
522,üksik naine,Ennustatud 2019,1.32,21.29,2019,578
523,üksikvanem,Tegelik 2019,0,30.12,2019,578
524,üksikvanem,Ennustatud 2019,0,27.97,2019,578
525,Lasteta paar,Tegelik 2019,0.26,9.19,2019,578
526,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,578
527,ühe lapsega paar,Tegelik 2019,0,7.34,2019,578
528,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,578
529,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,578
530,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,578
531,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,578
532,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,578
533,üksik mees,Tegelik 2019,6.03,32.75,2019,579
534,üksik mees,Ennustatud 2019,6.03,32.75,2019,579
535,üksik naine,Tegelik 2019,1.32,21.29,2019,579
536,üksik naine,Ennustatud 2019,1.32,21.29,2019,579
537,üksikvanem,Tegelik 2019,0,30.12,2019,579
538,üksikvanem,Ennustatud 2019,0,28.14,2019,579
539,Lasteta paar,Tegelik 2019,0.26,9.19,2019,579
540,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,579
541,ühe lapsega paar,Tegelik 2019,0,7.34,2019,579
542,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,579
543,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,579
544,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,579
545,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,579
546,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,579
547,üksik mees,Tegelik 2019,6.03,32.75,2019,580
548,üksik mees,Ennustatud 2019,6.03,32.75,2019,580
549,üksik naine,Tegelik 2019,1.32,21.29,2019,580
550,üksik naine,Ennustatud 2019,1.32,21.29,2019,580
551,üksikvanem,Tegelik 2019,0,30.12,2019,580
552,üksikvanem,Ennustatud 2019,0,28.14,2019,580
553,Lasteta paar,Tegelik 2019,0.26,9.19,2019,580
554,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,580
555,ühe lapsega paar,Tegelik 2019,0,7.34,2019,580
556,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,580
557,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,580
558,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,580
559,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,580
560,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,580
561,üksik mees,Tegelik 2019,6.03,32.75,2019,581
562,üksik mees,Ennustatud 2019,6.03,32.75,2019,581
563,üksik naine,Tegelik 2019,1.32,21.29,2019,581
564,üksik naine,Ennustatud 2019,1.32,21.29,2019,581
565,üksikvanem,Tegelik 2019,0,30.12,2019,581
566,üksikvanem,Ennustatud 2019,0,28.14,2019,581
567,Lasteta paar,Tegelik 2019,0.26,9.19,2019,581
568,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,581
569,ühe lapsega paar,Tegelik 2019,0,7.34,2019,581
570,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,581
571,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,581
572,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,581
573,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,581
574,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,581
575,üksik mees,Tegelik 2019,6.03,32.75,2019,582
576,üksik mees,Ennustatud 2019,6.03,32.75,2019,582
577,üksik naine,Tegelik 2019,1.32,21.29,2019,582
578,üksik naine,Ennustatud 2019,1.32,21.29,2019,582
579,üksikvanem,Tegelik 2019,0,30.12,2019,582
580,üksikvanem,Ennustatud 2019,0,28.14,2019,582
581,Lasteta paar,Tegelik 2019,0.26,9.19,2019,582
582,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,582
583,ühe lapsega paar,Tegelik 2019,0,7.34,2019,582
584,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,582
585,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,582
586,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,582
587,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,582
588,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,582
589,üksik mees,Tegelik 2019,6.03,32.75,2019,583
590,üksik mees,Ennustatud 2019,6.03,32.75,2019,583
591,üksik naine,Tegelik 2019,1.32,21.29,2019,583
592,üksik naine,Ennustatud 2019,1.32,21.29,2019,583
593,üksikvanem,Tegelik 2019,0,30.12,2019,583
594,üksikvanem,Ennustatud 2019,0,28.14,2019,583
595,Lasteta paar,Tegelik 2019,0.26,9.19,2019,583
596,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,583
597,ühe lapsega paar,Tegelik 2019,0,7.34,2019,583
598,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,583
599,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,583
600,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,583
601,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,583
602,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,583
603,üksik mees,Tegelik 2019,6.03,32.75,2019,584
604,üksik mees,Ennustatud 2019,6.03,32.75,2019,584
605,üksik naine,Tegelik 2019,1.32,21.29,2019,584
606,üksik naine,Ennustatud 2019,1.32,21.29,2019,584
607,üksikvanem,Tegelik 2019,0,30.12,2019,584
608,üksikvanem,Ennustatud 2019,0,28.14,2019,584
609,Lasteta paar,Tegelik 2019,0.26,9.19,2019,584
610,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,584
611,ühe lapsega paar,Tegelik 2019,0,7.34,2019,584
612,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,584
613,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,584
614,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,584
615,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,584
616,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,584
617,üksik mees,Tegelik 2019,6.03,32.75,2019,585
618,üksik mees,Ennustatud 2019,6.03,32.75,2019,585
619,üksik naine,Tegelik 2019,1.32,21.29,2019,585
620,üksik naine,Ennustatud 2019,1.32,21.29,2019,585
621,üksikvanem,Tegelik 2019,0,30.12,2019,585
622,üksikvanem,Ennustatud 2019,0,28.14,2019,585
623,Lasteta paar,Tegelik 2019,0.26,9.19,2019,585
624,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,585
625,ühe lapsega paar,Tegelik 2019,0,7.34,2019,585
626,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,585
627,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,585
628,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,585
629,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,585
630,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,585
631,üksik mees,Tegelik 2019,6.03,32.75,2019,586
632,üksik mees,Ennustatud 2019,6.03,32.75,2019,586
633,üksik naine,Tegelik 2019,1.32,21.29,2019,586
634,üksik naine,Ennustatud 2019,1.32,21.29,2019,586
635,üksikvanem,Tegelik 2019,0,30.12,2019,586
636,üksikvanem,Ennustatud 2019,0,28.14,2019,586
637,Lasteta paar,Tegelik 2019,0.26,9.19,2019,586
638,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,586
639,ühe lapsega paar,Tegelik 2019,0,7.34,2019,586
640,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,586
641,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,586
642,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,586
643,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,586
644,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,586
645,üksik mees,Tegelik 2019,6.03,32.75,2019,587
646,üksik mees,Ennustatud 2019,6.03,32.75,2019,587
647,üksik naine,Tegelik 2019,1.32,21.29,2019,587
648,üksik naine,Ennustatud 2019,1.32,21.29,2019,587
649,üksikvanem,Tegelik 2019,0,30.12,2019,587
650,üksikvanem,Ennustatud 2019,0,28.14,2019,587
651,Lasteta paar,Tegelik 2019,0.26,9.19,2019,587
652,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,587
653,ühe lapsega paar,Tegelik 2019,0,7.34,2019,587
654,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,587
655,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,587
656,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,587
657,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,587
658,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,587
659,üksik mees,Tegelik 2019,6.03,32.75,2019,588
660,üksik mees,Ennustatud 2019,6.03,32.75,2019,588
661,üksik naine,Tegelik 2019,1.32,21.29,2019,588
662,üksik naine,Ennustatud 2019,1.32,21.29,2019,588
663,üksikvanem,Tegelik 2019,0,30.12,2019,588
664,üksikvanem,Ennustatud 2019,0,28.14,2019,588
665,Lasteta paar,Tegelik 2019,0.26,9.19,2019,588
666,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,588
667,ühe lapsega paar,Tegelik 2019,0,7.34,2019,588
668,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,588
669,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,588
670,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,588
671,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,588
672,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,588
673,üksik mees,Tegelik 2019,6.03,32.75,2019,589
674,üksik mees,Ennustatud 2019,6.03,32.75,2019,589
675,üksik naine,Tegelik 2019,1.32,21.29,2019,589
676,üksik naine,Ennustatud 2019,1.32,21.29,2019,589
677,üksikvanem,Tegelik 2019,0,30.12,2019,589
678,üksikvanem,Ennustatud 2019,0,27.15,2019,589
679,Lasteta paar,Tegelik 2019,0.26,9.19,2019,589
680,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,589
681,ühe lapsega paar,Tegelik 2019,0,7.34,2019,589
682,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,589
683,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,589
684,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,589
685,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,589
686,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,589
687,üksik mees,Tegelik 2019,6.03,32.75,2019,590
688,üksik mees,Ennustatud 2019,6.03,32.75,2019,590
689,üksik naine,Tegelik 2019,1.32,21.29,2019,590
690,üksik naine,Ennustatud 2019,1.32,21.29,2019,590
691,üksikvanem,Tegelik 2019,0,30.12,2019,590
692,üksikvanem,Ennustatud 2019,0,27.15,2019,590
693,Lasteta paar,Tegelik 2019,0.26,9.19,2019,590
694,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,590
695,ühe lapsega paar,Tegelik 2019,0,7.34,2019,590
696,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,590
697,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,590
698,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,590
699,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,590
700,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,590
701,üksik mees,Tegelik 2019,6.03,32.75,2019,591
702,üksik mees,Ennustatud 2019,6.03,32.75,2019,591
703,üksik naine,Tegelik 2019,1.32,21.29,2019,591
704,üksik naine,Ennustatud 2019,1.32,21.29,2019,591
705,üksikvanem,Tegelik 2019,0,30.12,2019,591
706,üksikvanem,Ennustatud 2019,0,26.77,2019,591
707,Lasteta paar,Tegelik 2019,0.26,9.19,2019,591
708,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,591
709,ühe lapsega paar,Tegelik 2019,0,7.34,2019,591
710,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,591
711,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,591
712,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,591
713,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,591
714,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,591
715,üksik mees,Tegelik 2019,6.03,32.75,2019,592
716,üksik mees,Ennustatud 2019,6.03,32.75,2019,592
717,üksik naine,Tegelik 2019,1.32,21.29,2019,592
718,üksik naine,Ennustatud 2019,1.32,21.29,2019,592
719,üksikvanem,Tegelik 2019,0,30.12,2019,592
720,üksikvanem,Ennustatud 2019,0,26.77,2019,592
721,Lasteta paar,Tegelik 2019,0.26,9.19,2019,592
722,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,592
723,ühe lapsega paar,Tegelik 2019,0,7.34,2019,592
724,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,592
725,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,592
726,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,592
727,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,592
728,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,592
729,üksik mees,Tegelik 2019,6.03,32.75,2019,593
730,üksik mees,Ennustatud 2019,6.03,32.75,2019,593
731,üksik naine,Tegelik 2019,1.32,21.29,2019,593
732,üksik naine,Ennustatud 2019,1.32,21.29,2019,593
733,üksikvanem,Tegelik 2019,0,30.12,2019,593
734,üksikvanem,Ennustatud 2019,0,26.77,2019,593
735,Lasteta paar,Tegelik 2019,0.26,9.19,2019,593
736,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,593
737,ühe lapsega paar,Tegelik 2019,0,7.34,2019,593
738,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,593
739,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,593
740,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,593
741,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,593
742,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,593
743,üksik mees,Tegelik 2019,6.03,32.75,2019,594
744,üksik mees,Ennustatud 2019,6.03,32.75,2019,594
745,üksik naine,Tegelik 2019,1.32,21.29,2019,594
746,üksik naine,Ennustatud 2019,1.32,21.29,2019,594
747,üksikvanem,Tegelik 2019,0,30.12,2019,594
748,üksikvanem,Ennustatud 2019,0,26.77,2019,594
749,Lasteta paar,Tegelik 2019,0.26,9.19,2019,594
750,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,594
751,ühe lapsega paar,Tegelik 2019,0,7.34,2019,594
752,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,594
753,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,594
754,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,594
755,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,594
756,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,594
757,üksik mees,Tegelik 2019,6.03,32.75,2019,595
758,üksik mees,Ennustatud 2019,6.03,32.75,2019,595
759,üksik naine,Tegelik 2019,1.32,21.29,2019,595
760,üksik naine,Ennustatud 2019,1.32,21.29,2019,595
761,üksikvanem,Tegelik 2019,0,30.12,2019,595
762,üksikvanem,Ennustatud 2019,0,26.77,2019,595
763,Lasteta paar,Tegelik 2019,0.26,9.19,2019,595
764,Lasteta paar,Ennustatud 2019,0.26,8.89,2019,595
765,ühe lapsega paar,Tegelik 2019,0,7.34,2019,595
766,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,595
767,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,595
768,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,595
769,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,595
770,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,595
771,üksik mees,Tegelik 2019,6.03,32.75,2019,596
772,üksik mees,Ennustatud 2019,6.03,32.75,2019,596
773,üksik naine,Tegelik 2019,1.32,21.29,2019,596
774,üksik naine,Ennustatud 2019,1.32,21.29,2019,596
775,üksikvanem,Tegelik 2019,0,30.12,2019,596
776,üksikvanem,Ennustatud 2019,0,26.77,2019,596
777,Lasteta paar,Tegelik 2019,0.26,9.19,2019,596
778,Lasteta paar,Ennustatud 2019,0.26,8.96,2019,596
779,ühe lapsega paar,Tegelik 2019,0,7.34,2019,596
780,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,596
781,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,596
782,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,596
783,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,596
784,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,596
785,üksik mees,Tegelik 2019,6.03,32.75,2019,597
786,üksik mees,Ennustatud 2019,6.03,32.75,2019,597
787,üksik naine,Tegelik 2019,1.32,21.29,2019,597
788,üksik naine,Ennustatud 2019,1.32,21.29,2019,597
789,üksikvanem,Tegelik 2019,0,30.12,2019,597
790,üksikvanem,Ennustatud 2019,0,27.01,2019,597
791,Lasteta paar,Tegelik 2019,0.26,9.19,2019,597
792,Lasteta paar,Ennustatud 2019,0.26,8.96,2019,597
793,ühe lapsega paar,Tegelik 2019,0,7.34,2019,597
794,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,597
795,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,597
796,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,597
797,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,597
798,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,597
799,üksik mees,Tegelik 2019,6.03,32.75,2019,598
800,üksik mees,Ennustatud 2019,6.03,32.75,2019,598
801,üksik naine,Tegelik 2019,1.32,21.29,2019,598
802,üksik naine,Ennustatud 2019,1.32,21.29,2019,598
803,üksikvanem,Tegelik 2019,0,30.12,2019,598
804,üksikvanem,Ennustatud 2019,0,27.96,2019,598
805,Lasteta paar,Tegelik 2019,0.26,9.19,2019,598
806,Lasteta paar,Ennustatud 2019,0.26,8.96,2019,598
807,ühe lapsega paar,Tegelik 2019,0,7.34,2019,598
808,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,598
809,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,598
810,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,598
811,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,598
812,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,598
813,üksik mees,Tegelik 2019,6.03,32.75,2019,599
814,üksik mees,Ennustatud 2019,6.03,32.75,2019,599
815,üksik naine,Tegelik 2019,1.32,21.29,2019,599
816,üksik naine,Ennustatud 2019,1.32,21.29,2019,599
817,üksikvanem,Tegelik 2019,0,30.12,2019,599
818,üksikvanem,Ennustatud 2019,0,27.96,2019,599
819,Lasteta paar,Tegelik 2019,0.26,9.19,2019,599
820,Lasteta paar,Ennustatud 2019,0.26,8.96,2019,599
821,ühe lapsega paar,Tegelik 2019,0,7.34,2019,599
822,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,599
823,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,599
824,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,599
825,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,599
826,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,599
827,üksik mees,Tegelik 2019,6.03,32.75,2019,600
828,üksik mees,Ennustatud 2019,6.03,32.75,2019,600
829,üksik naine,Tegelik 2019,1.32,21.29,2019,600
830,üksik naine,Ennustatud 2019,1.32,21.29,2019,600
831,üksikvanem,Tegelik 2019,0,30.12,2019,600
832,üksikvanem,Ennustatud 2019,0,27.96,2019,600
833,Lasteta paar,Tegelik 2019,0.26,9.19,2019,600
834,Lasteta paar,Ennustatud 2019,0.26,8.96,2019,600
835,ühe lapsega paar,Tegelik 2019,0,7.34,2019,600
836,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,600
837,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,600
838,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,600
839,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,600
840,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,600
841,üksik mees,Tegelik 2019,6.03,32.75,2019,601
842,üksik mees,Ennustatud 2019,6.03,32.75,2019,601
843,üksik naine,Tegelik 2019,1.32,21.29,2019,601
844,üksik naine,Ennustatud 2019,1.32,21.29,2019,601
845,üksikvanem,Tegelik 2019,0,30.12,2019,601
846,üksikvanem,Ennustatud 2019,0,27.96,2019,601
847,Lasteta paar,Tegelik 2019,0.26,9.19,2019,601
848,Lasteta paar,Ennustatud 2019,0.26,8.96,2019,601
849,ühe lapsega paar,Tegelik 2019,0,7.34,2019,601
850,ühe lapsega paar,Ennustatud 2019,0,7.34,2019,601
851,Kahe lapsega paar,Tegelik 2019,0,9.52,2019,601
852,Kahe lapsega paar,Ennustatud 2019,0,9.24,2019,601
853,Kolme ja enama lapsega paar,Tegelik 2019,0,7.99,2019,601
854,Kolme ja enama lapsega paar,Ennustatud 2019,0,7.99,2019,601
855,üksik mees,Tegelik 2019,6.03,32.75,2019,602
856,üksik mees,Ennustatud 2019,6.03,32.75,2019,602
857,üksik naine,Tegelik 2019,1.32,21.29,2019,602
858,üksik naine,Ennustatud 2019,1.32,21.29,2019,602
859,üksikvanem,Tegelik 2019,0,30.12,2019,602
860,üksikvanem,Ennustatud 2019,0,27.96,2019,602
861,Lasteta paar,Tegelik 2019,0.26,9.19,2019,602
862,Lasteta paar,Ennustatud 2019,0.26,8.96,2019,602
