,household,scenario,absolute poverty,relative poverty,year,minwage
424,üksik naine,Ennustatud 2020,1.35,21.29,2020,615
425,üksikvanem,Tegelik 2020,0,29.34,2020,615
426,üksikvanem,Ennustatud 2020,0,28.38,2020,615
427,Lasteta paar,Tegelik 2020,0.26,9.21,2020,615
428,Lasteta paar,Ennustatud 2020,0.26,9.21,2020,615
429,ühe lapsega paar,Tegelik 2020,0,7.3,2020,615
430,ühe lapsega paar,Ennustatud 2020,0,7.3,2020,615
431,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,615
432,Kahe lapsega paar,Ennustatud 2020,0,9.65,2020,615
433,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,615
434,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,615
435,üksik mees,Tegelik 2020,5.47,32.99,2020,616
436,üksik mees,Ennustatud 2020,5.47,32.99,2020,616
437,üksik naine,Tegelik 2020,1.35,21.29,2020,616
438,üksik naine,Ennustatud 2020,1.35,21.29,2020,616
439,üksikvanem,Tegelik 2020,0,29.34,2020,616
440,üksikvanem,Ennustatud 2020,0,28.38,2020,616
441,Lasteta paar,Tegelik 2020,0.26,9.21,2020,616
442,Lasteta paar,Ennustatud 2020,0.26,9.21,2020,616
443,ühe lapsega paar,Tegelik 2020,0,7.3,2020,616
444,ühe lapsega paar,Ennustatud 2020,0,7.3,2020,616
445,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,616
446,Kahe lapsega paar,Ennustatud 2020,0,9.65,2020,616
447,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,616
448,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,616
449,üksik mees,Tegelik 2020,5.47,32.99,2020,617
450,üksik mees,Ennustatud 2020,5.47,32.99,2020,617
451,üksik naine,Tegelik 2020,1.35,21.29,2020,617
452,üksik naine,Ennustatud 2020,1.35,21.29,2020,617
453,üksikvanem,Tegelik 2020,0,29.34,2020,617
454,üksikvanem,Ennustatud 2020,0,28.38,2020,617
455,Lasteta paar,Tegelik 2020,0.26,9.21,2020,617
456,Lasteta paar,Ennustatud 2020,0.26,9.21,2020,617
457,ühe lapsega paar,Tegelik 2020,0,7.3,2020,617
458,ühe lapsega paar,Ennustatud 2020,0,7.3,2020,617
459,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,617
460,Kahe lapsega paar,Ennustatud 2020,0,9.65,2020,617
461,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,617
462,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,617
463,üksik mees,Tegelik 2020,5.47,32.99,2020,618
464,üksik mees,Ennustatud 2020,5.47,32.99,2020,618
465,üksik naine,Tegelik 2020,1.35,21.29,2020,618
466,üksik naine,Ennustatud 2020,1.35,21.29,2020,618
467,üksikvanem,Tegelik 2020,0,29.34,2020,618
468,üksikvanem,Ennustatud 2020,0,28.38,2020,618
469,Lasteta paar,Tegelik 2020,0.26,9.21,2020,618
470,Lasteta paar,Ennustatud 2020,0.26,9.21,2020,618
471,ühe lapsega paar,Tegelik 2020,0,7.3,2020,618
472,ühe lapsega paar,Ennustatud 2020,0,7.3,2020,618
473,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,618
474,Kahe lapsega paar,Ennustatud 2020,0,9.65,2020,618
475,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,618
476,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,618
477,üksik mees,Tegelik 2020,5.47,32.99,2020,619
478,üksik mees,Ennustatud 2020,5.47,32.99,2020,619
479,üksik naine,Tegelik 2020,1.35,21.29,2020,619
480,üksik naine,Ennustatud 2020,1.35,21.29,2020,619
481,üksikvanem,Tegelik 2020,0,29.34,2020,619
482,üksikvanem,Ennustatud 2020,0,28.38,2020,619
483,Lasteta paar,Tegelik 2020,0.26,9.21,2020,619
484,Lasteta paar,Ennustatud 2020,0.26,9.21,2020,619
485,ühe lapsega paar,Tegelik 2020,0,7.3,2020,619
486,ühe lapsega paar,Ennustatud 2020,0,7.3,2020,619
487,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,619
488,Kahe lapsega paar,Ennustatud 2020,0,9.65,2020,619
489,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,619
490,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,619
491,üksik mees,Tegelik 2020,5.47,32.99,2020,620
492,üksik mees,Ennustatud 2020,5.47,32.99,2020,620
493,üksik naine,Tegelik 2020,1.35,21.29,2020,620
494,üksik naine,Ennustatud 2020,1.35,21.29,2020,620
495,üksikvanem,Tegelik 2020,0,29.34,2020,620
496,üksikvanem,Ennustatud 2020,0,28.38,2020,620
497,Lasteta paar,Tegelik 2020,0.26,9.21,2020,620
498,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,620
499,ühe lapsega paar,Tegelik 2020,0,7.3,2020,620
500,ühe lapsega paar,Ennustatud 2020,0,7.3,2020,620
501,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,620
502,Kahe lapsega paar,Ennustatud 2020,0,9.65,2020,620
503,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,620
504,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,620
505,üksik mees,Tegelik 2020,5.47,32.99,2020,621
506,üksik mees,Ennustatud 2020,5.47,32.99,2020,621
507,üksik naine,Tegelik 2020,1.35,21.29,2020,621
508,üksik naine,Ennustatud 2020,1.35,21.29,2020,621
509,üksikvanem,Tegelik 2020,0,29.34,2020,621
510,üksikvanem,Ennustatud 2020,0,28.38,2020,621
511,Lasteta paar,Tegelik 2020,0.26,9.21,2020,621
512,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,621
513,ühe lapsega paar,Tegelik 2020,0,7.3,2020,621
514,ühe lapsega paar,Ennustatud 2020,0,7.3,2020,621
515,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,621
516,Kahe lapsega paar,Ennustatud 2020,0,9.65,2020,621
517,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,621
518,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,621
519,üksik mees,Tegelik 2020,5.47,32.99,2020,622
520,üksik mees,Ennustatud 2020,5.47,32.99,2020,622
521,üksik naine,Tegelik 2020,1.35,21.29,2020,622
522,üksik naine,Ennustatud 2020,1.35,21.29,2020,622
523,üksikvanem,Tegelik 2020,0,29.34,2020,622
524,üksikvanem,Ennustatud 2020,0,28.38,2020,622
525,Lasteta paar,Tegelik 2020,0.26,9.21,2020,622
526,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,622
527,ühe lapsega paar,Tegelik 2020,0,7.3,2020,622
528,ühe lapsega paar,Ennustatud 2020,0,7.3,2020,622
529,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,622
530,Kahe lapsega paar,Ennustatud 2020,0,9.65,2020,622
531,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,622
532,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,622
533,üksik mees,Tegelik 2020,5.47,32.99,2020,623
534,üksik mees,Ennustatud 2020,5.47,32.99,2020,623
535,üksik naine,Tegelik 2020,1.35,21.29,2020,623
536,üksik naine,Ennustatud 2020,1.35,21.29,2020,623
537,üksikvanem,Tegelik 2020,0,29.34,2020,623
538,üksikvanem,Ennustatud 2020,0,28.38,2020,623
539,Lasteta paar,Tegelik 2020,0.26,9.21,2020,623
540,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,623
541,ühe lapsega paar,Tegelik 2020,0,7.3,2020,623
542,ühe lapsega paar,Ennustatud 2020,0,7.3,2020,623
543,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,623
544,Kahe lapsega paar,Ennustatud 2020,0,9.65,2020,623
545,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,623
546,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,623
547,üksik mees,Tegelik 2020,5.47,32.99,2020,624
548,üksik mees,Ennustatud 2020,5.47,32.99,2020,624
549,üksik naine,Tegelik 2020,1.35,21.29,2020,624
550,üksik naine,Ennustatud 2020,1.35,21.29,2020,624
551,üksikvanem,Tegelik 2020,0,29.34,2020,624
552,üksikvanem,Ennustatud 2020,0,28.38,2020,624
553,Lasteta paar,Tegelik 2020,0.26,9.21,2020,624
554,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,624
555,ühe lapsega paar,Tegelik 2020,0,7.3,2020,624
556,ühe lapsega paar,Ennustatud 2020,0,7.3,2020,624
557,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,624
558,Kahe lapsega paar,Ennustatud 2020,0,9.65,2020,624
559,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,624
560,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,624
561,üksik mees,Tegelik 2020,5.47,32.99,2020,625
562,üksik mees,Ennustatud 2020,5.47,32.99,2020,625
563,üksik naine,Tegelik 2020,1.35,21.29,2020,625
564,üksik naine,Ennustatud 2020,1.35,21.29,2020,625
565,üksikvanem,Tegelik 2020,0,29.34,2020,625
566,üksikvanem,Ennustatud 2020,0,28.38,2020,625
567,Lasteta paar,Tegelik 2020,0.26,9.21,2020,625
568,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,625
569,ühe lapsega paar,Tegelik 2020,0,7.3,2020,625
570,ühe lapsega paar,Ennustatud 2020,0,7.3,2020,625
571,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,625
572,Kahe lapsega paar,Ennustatud 2020,0,9.65,2020,625
573,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,625
574,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,625
575,üksik mees,Tegelik 2020,5.47,32.99,2020,626
576,üksik mees,Ennustatud 2020,5.47,32.99,2020,626
577,üksik naine,Tegelik 2020,1.35,21.29,2020,626
578,üksik naine,Ennustatud 2020,1.35,21.29,2020,626
579,üksikvanem,Tegelik 2020,0,29.34,2020,626
580,üksikvanem,Ennustatud 2020,0,28.38,2020,626
581,Lasteta paar,Tegelik 2020,0.26,9.21,2020,626
582,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,626
583,ühe lapsega paar,Tegelik 2020,0,7.3,2020,626
584,ühe lapsega paar,Ennustatud 2020,0,7.3,2020,626
585,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,626
586,Kahe lapsega paar,Ennustatud 2020,0,9.65,2020,626
587,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,626
588,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,626
589,üksik mees,Tegelik 2020,5.47,32.99,2020,627
590,üksik mees,Ennustatud 2020,5.47,32.99,2020,627
591,üksik naine,Tegelik 2020,1.35,21.29,2020,627
592,üksik naine,Ennustatud 2020,1.35,21.29,2020,627
593,üksikvanem,Tegelik 2020,0,29.34,2020,627
594,üksikvanem,Ennustatud 2020,0,28.38,2020,627
595,Lasteta paar,Tegelik 2020,0.26,9.21,2020,627
596,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,627
597,ühe lapsega paar,Tegelik 2020,0,7.3,2020,627
598,ühe lapsega paar,Ennustatud 2020,0,7.3,2020,627
599,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,627
600,Kahe lapsega paar,Ennustatud 2020,0,9.65,2020,627
601,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,627
602,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,627
603,üksik mees,Tegelik 2020,5.47,32.99,2020,628
604,üksik mees,Ennustatud 2020,5.47,32.99,2020,628
605,üksik naine,Tegelik 2020,1.35,21.29,2020,628
606,üksik naine,Ennustatud 2020,1.35,21.29,2020,628
607,üksikvanem,Tegelik 2020,0,29.34,2020,628
608,üksikvanem,Ennustatud 2020,0,28.38,2020,628
609,Lasteta paar,Tegelik 2020,0.26,9.21,2020,628
610,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,628
611,ühe lapsega paar,Tegelik 2020,0,7.3,2020,628
612,ühe lapsega paar,Ennustatud 2020,0,7.3,2020,628
613,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,628
614,Kahe lapsega paar,Ennustatud 2020,0,9.65,2020,628
615,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,628
616,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,628
617,üksik mees,Tegelik 2020,5.47,32.99,2020,629
618,üksik mees,Ennustatud 2020,5.47,32.99,2020,629
619,üksik naine,Tegelik 2020,1.35,21.29,2020,629
620,üksik naine,Ennustatud 2020,1.35,21.29,2020,629
621,üksikvanem,Tegelik 2020,0,29.34,2020,629
622,üksikvanem,Ennustatud 2020,0,28.38,2020,629
623,Lasteta paar,Tegelik 2020,0.26,9.21,2020,629
624,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,629
625,ühe lapsega paar,Tegelik 2020,0,7.3,2020,629
626,ühe lapsega paar,Ennustatud 2020,0,7.3,2020,629
627,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,629
628,Kahe lapsega paar,Ennustatud 2020,0,9.65,2020,629
629,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,629
630,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,629
631,üksik mees,Tegelik 2020,5.47,32.99,2020,630
632,üksik mees,Ennustatud 2020,5.47,32.99,2020,630
633,üksik naine,Tegelik 2020,1.35,21.29,2020,630
634,üksik naine,Ennustatud 2020,1.35,21.29,2020,630
635,üksikvanem,Tegelik 2020,0,29.34,2020,630
636,üksikvanem,Ennustatud 2020,0,28.38,2020,630
637,Lasteta paar,Tegelik 2020,0.26,9.21,2020,630
638,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,630
639,ühe lapsega paar,Tegelik 2020,0,7.3,2020,630
640,ühe lapsega paar,Ennustatud 2020,0,7.3,2020,630
641,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,630
642,Kahe lapsega paar,Ennustatud 2020,0,9.77,2020,630
643,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,630
644,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,630
645,üksik mees,Tegelik 2020,5.47,32.99,2020,631
646,üksik mees,Ennustatud 2020,5.47,32.99,2020,631
647,üksik naine,Tegelik 2020,1.35,21.29,2020,631
648,üksik naine,Ennustatud 2020,1.35,21.29,2020,631
649,üksikvanem,Tegelik 2020,0,29.34,2020,631
650,üksikvanem,Ennustatud 2020,0,28.38,2020,631
651,Lasteta paar,Tegelik 2020,0.26,9.21,2020,631
652,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,631
653,ühe lapsega paar,Tegelik 2020,0,7.3,2020,631
654,ühe lapsega paar,Ennustatud 2020,0,7.3,2020,631
655,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,631
656,Kahe lapsega paar,Ennustatud 2020,0,9.77,2020,631
657,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,631
658,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,631
659,üksik mees,Tegelik 2020,5.47,32.99,2020,632
660,üksik mees,Ennustatud 2020,5.47,32.99,2020,632
661,üksik naine,Tegelik 2020,1.35,21.29,2020,632
662,üksik naine,Ennustatud 2020,1.35,21.29,2020,632
663,üksikvanem,Tegelik 2020,0,29.34,2020,632
664,üksikvanem,Ennustatud 2020,0,28.38,2020,632
665,Lasteta paar,Tegelik 2020,0.26,9.21,2020,632
666,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,632
667,ühe lapsega paar,Tegelik 2020,0,7.3,2020,632
668,ühe lapsega paar,Ennustatud 2020,0,7.3,2020,632
669,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,632
670,Kahe lapsega paar,Ennustatud 2020,0,9.77,2020,632
671,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,632
672,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,632
673,üksik mees,Tegelik 2020,5.47,32.99,2020,633
674,üksik mees,Ennustatud 2020,5.47,32.99,2020,633
675,üksik naine,Tegelik 2020,1.35,21.29,2020,633
676,üksik naine,Ennustatud 2020,1.35,21.29,2020,633
677,üksikvanem,Tegelik 2020,0,29.34,2020,633
678,üksikvanem,Ennustatud 2020,0,28.2,2020,633
679,Lasteta paar,Tegelik 2020,0.26,9.21,2020,633
680,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,633
681,ühe lapsega paar,Tegelik 2020,0,7.3,2020,633
682,ühe lapsega paar,Ennustatud 2020,0,7.3,2020,633
683,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,633
684,Kahe lapsega paar,Ennustatud 2020,0,9.77,2020,633
685,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,633
686,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,633
687,üksik mees,Tegelik 2020,5.47,32.99,2020,634
688,üksik mees,Ennustatud 2020,5.47,32.99,2020,634
689,üksik naine,Tegelik 2020,1.35,21.29,2020,634
690,üksik naine,Ennustatud 2020,1.35,21.29,2020,634
691,üksikvanem,Tegelik 2020,0,29.34,2020,634
692,üksikvanem,Ennustatud 2020,0,28.2,2020,634
693,Lasteta paar,Tegelik 2020,0.26,9.21,2020,634
694,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,634
695,ühe lapsega paar,Tegelik 2020,0,7.3,2020,634
696,ühe lapsega paar,Ennustatud 2020,0,7.22,2020,634
697,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,634
698,Kahe lapsega paar,Ennustatud 2020,0,9.77,2020,634
699,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,634
700,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,634
701,üksik mees,Tegelik 2020,5.47,32.99,2020,635
702,üksik mees,Ennustatud 2020,5.47,32.99,2020,635
703,üksik naine,Tegelik 2020,1.35,21.29,2020,635
704,üksik naine,Ennustatud 2020,1.35,21.29,2020,635
705,üksikvanem,Tegelik 2020,0,29.34,2020,635
706,üksikvanem,Ennustatud 2020,0,28.2,2020,635
707,Lasteta paar,Tegelik 2020,0.26,9.21,2020,635
708,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,635
709,ühe lapsega paar,Tegelik 2020,0,7.3,2020,635
710,ühe lapsega paar,Ennustatud 2020,0,7.22,2020,635
711,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,635
712,Kahe lapsega paar,Ennustatud 2020,0,9.77,2020,635
713,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,635
714,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,635
715,üksik mees,Tegelik 2020,5.47,32.99,2020,636
716,üksik mees,Ennustatud 2020,5.47,32.99,2020,636
717,üksik naine,Tegelik 2020,1.35,21.29,2020,636
718,üksik naine,Ennustatud 2020,1.35,21.29,2020,636
719,üksikvanem,Tegelik 2020,0,29.34,2020,636
720,üksikvanem,Ennustatud 2020,0,28.2,2020,636
721,Lasteta paar,Tegelik 2020,0.26,9.21,2020,636
722,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,636
723,ühe lapsega paar,Tegelik 2020,0,7.3,2020,636
724,ühe lapsega paar,Ennustatud 2020,0,7.22,2020,636
725,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,636
726,Kahe lapsega paar,Ennustatud 2020,0,9.77,2020,636
727,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,636
728,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,636
729,üksik mees,Tegelik 2020,5.47,32.99,2020,637
730,üksik mees,Ennustatud 2020,5.47,32.99,2020,637
731,üksik naine,Tegelik 2020,1.35,21.29,2020,637
732,üksik naine,Ennustatud 2020,1.35,21.29,2020,637
733,üksikvanem,Tegelik 2020,0,29.34,2020,637
734,üksikvanem,Ennustatud 2020,0,28.2,2020,637
735,Lasteta paar,Tegelik 2020,0.26,9.21,2020,637
736,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,637
737,ühe lapsega paar,Tegelik 2020,0,7.3,2020,637
738,ühe lapsega paar,Ennustatud 2020,0,7.22,2020,637
739,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,637
740,Kahe lapsega paar,Ennustatud 2020,0,9.77,2020,637
741,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,637
742,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,637
743,üksik mees,Tegelik 2020,5.47,32.99,2020,638
744,üksik mees,Ennustatud 2020,5.47,32.99,2020,638
745,üksik naine,Tegelik 2020,1.35,21.29,2020,638
746,üksik naine,Ennustatud 2020,1.35,21.29,2020,638
747,üksikvanem,Tegelik 2020,0,29.34,2020,638
748,üksikvanem,Ennustatud 2020,0,28.2,2020,638
749,Lasteta paar,Tegelik 2020,0.26,9.21,2020,638
750,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,638
751,ühe lapsega paar,Tegelik 2020,0,7.3,2020,638
752,ühe lapsega paar,Ennustatud 2020,0,7.22,2020,638
753,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,638
754,Kahe lapsega paar,Ennustatud 2020,0,9.77,2020,638
755,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,638
756,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,638
757,üksik mees,Tegelik 2020,5.47,32.99,2020,639
758,üksik mees,Ennustatud 2020,5.47,32.99,2020,639
759,üksik naine,Tegelik 2020,1.35,21.29,2020,639
760,üksik naine,Ennustatud 2020,1.35,21.29,2020,639
761,üksikvanem,Tegelik 2020,0,29.34,2020,639
762,üksikvanem,Ennustatud 2020,0,28.2,2020,639
763,Lasteta paar,Tegelik 2020,0.26,9.21,2020,639
764,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,639
765,ühe lapsega paar,Tegelik 2020,0,7.3,2020,639
766,ühe lapsega paar,Ennustatud 2020,0,7.22,2020,639
767,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,639
768,Kahe lapsega paar,Ennustatud 2020,0,9.77,2020,639
769,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,639
770,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,639
771,üksik mees,Tegelik 2020,5.47,32.99,2020,640
772,üksik mees,Ennustatud 2020,5.47,32.99,2020,640
773,üksik naine,Tegelik 2020,1.35,21.29,2020,640
774,üksik naine,Ennustatud 2020,1.35,21.29,2020,640
775,üksikvanem,Tegelik 2020,0,29.34,2020,640
776,üksikvanem,Ennustatud 2020,0,28.2,2020,640
777,Lasteta paar,Tegelik 2020,0.26,9.21,2020,640
778,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,640
779,ühe lapsega paar,Tegelik 2020,0,7.3,2020,640
780,ühe lapsega paar,Ennustatud 2020,0,7.38,2020,640
781,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,640
782,Kahe lapsega paar,Ennustatud 2020,0,9.77,2020,640
783,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,640
784,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,640
785,üksik mees,Tegelik 2020,5.47,32.99,2020,641
786,üksik mees,Ennustatud 2020,5.47,32.99,2020,641
787,üksik naine,Tegelik 2020,1.35,21.29,2020,641
788,üksik naine,Ennustatud 2020,1.35,21.29,2020,641
789,üksikvanem,Tegelik 2020,0,29.34,2020,641
790,üksikvanem,Ennustatud 2020,0,28.2,2020,641
791,Lasteta paar,Tegelik 2020,0.26,9.21,2020,641
792,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,641
793,ühe lapsega paar,Tegelik 2020,0,7.3,2020,641
794,ühe lapsega paar,Ennustatud 2020,0,7.38,2020,641
795,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,641
796,Kahe lapsega paar,Ennustatud 2020,0,9.77,2020,641
797,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,641
798,Kolme ja enama lapsega paar,Ennustatud 2020,0,7.99,2020,641
799,üksik mees,Tegelik 2020,5.47,32.99,2020,642
800,üksik mees,Ennustatud 2020,5.47,32.99,2020,642
801,üksik naine,Tegelik 2020,1.35,21.29,2020,642
802,üksik naine,Ennustatud 2020,1.35,21.29,2020,642
803,üksikvanem,Tegelik 2020,0,29.34,2020,642
804,üksikvanem,Ennustatud 2020,0,28.2,2020,642
805,Lasteta paar,Tegelik 2020,0.26,9.21,2020,642
806,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,642
807,ühe lapsega paar,Tegelik 2020,0,7.3,2020,642
808,ühe lapsega paar,Ennustatud 2020,0,7.38,2020,642
809,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,642
810,Kahe lapsega paar,Ennustatud 2020,0,9.77,2020,642
811,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,642
812,Kolme ja enama lapsega paar,Ennustatud 2020,0,8.88,2020,642
813,üksik mees,Tegelik 2020,5.47,32.99,2020,643
814,üksik mees,Ennustatud 2020,5.47,32.99,2020,643
815,üksik naine,Tegelik 2020,1.35,21.29,2020,643
816,üksik naine,Ennustatud 2020,1.35,21.29,2020,643
817,üksikvanem,Tegelik 2020,0,29.34,2020,643
818,üksikvanem,Ennustatud 2020,0,28.2,2020,643
819,Lasteta paar,Tegelik 2020,0.26,9.21,2020,643
820,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,643
821,ühe lapsega paar,Tegelik 2020,0,7.3,2020,643
822,ühe lapsega paar,Ennustatud 2020,0,7.38,2020,643
823,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,643
824,Kahe lapsega paar,Ennustatud 2020,0,9.77,2020,643
825,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,643
826,Kolme ja enama lapsega paar,Ennustatud 2020,0,8.88,2020,643
827,üksik mees,Tegelik 2020,5.47,32.99,2020,644
828,üksik mees,Ennustatud 2020,5.47,32.99,2020,644
829,üksik naine,Tegelik 2020,1.35,21.29,2020,644
830,üksik naine,Ennustatud 2020,1.35,21.29,2020,644
831,üksikvanem,Tegelik 2020,0,29.34,2020,644
832,üksikvanem,Ennustatud 2020,0,28.29,2020,644
833,Lasteta paar,Tegelik 2020,0.26,9.21,2020,644
834,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,644
835,ühe lapsega paar,Tegelik 2020,0,7.3,2020,644
836,ühe lapsega paar,Ennustatud 2020,0,7.38,2020,644
837,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,644
838,Kahe lapsega paar,Ennustatud 2020,0,9.77,2020,644
839,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,644
840,Kolme ja enama lapsega paar,Ennustatud 2020,0,8.88,2020,644
841,üksik mees,Tegelik 2020,5.47,32.99,2020,645
842,üksik mees,Ennustatud 2020,5.47,32.99,2020,645
843,üksik naine,Tegelik 2020,1.35,21.29,2020,645
844,üksik naine,Ennustatud 2020,1.35,21.29,2020,645
845,üksikvanem,Tegelik 2020,0,29.34,2020,645
846,üksikvanem,Ennustatud 2020,0,28.29,2020,645
847,Lasteta paar,Tegelik 2020,0.26,9.21,2020,645
848,Lasteta paar,Ennustatud 2020,0.26,9.04,2020,645
849,ühe lapsega paar,Tegelik 2020,0,7.3,2020,645
850,ühe lapsega paar,Ennustatud 2020,0,7.38,2020,645
851,Kahe lapsega paar,Tegelik 2020,0,9.65,2020,645
852,Kahe lapsega paar,Ennustatud 2020,0,9.77,2020,645
853,Kolme ja enama lapsega paar,Tegelik 2020,0,7.99,2020,645
854,Kolme ja enama lapsega paar,Ennustatud 2020,0,8.88,2020,645
